ResponseId,Age,EdLevel,Country
627,25-34 years old,Bachelor’s Degree,United Kingdom
628,35-44 years old,Professional Degree,Poland
629,25-34 years old,Uncompleted Studies,Cyprus
630,35-44 years old,Master’s Degree,Paraguay
631,25-34 years old,Master’s Degree,USA
632,18-24 years old,Secondary School,Switzerland
633,25-34 years old,Professional Degree,France
634,25-34 years old,Master’s Degree,USA
635,18-24 years old,Bachelor’s Degree,India
636,25-34 years old,Bachelor’s Degree,Germany
638,25-34 years old,Bachelor’s Degree,USA
639,18-24 years old,Bachelor’s Degree,India
640,Prefer not to say,Other,Hungary
641,45-54 years old,Uncompleted Studies,Ireland
642,35-44 years old,Professional Degree,Germany
643,55-64 years old,Bachelor’s Degree,USA
644,18-24 years old,Uncompleted Studies,Albania
645,45-54 years old,Bachelor’s Degree,USA
646,45-54 years old,Master’s Degree,Croatia
647,35-44 years old,Uncompleted Studies,Bulgaria
648,45-54 years old,Master’s Degree,Iran
649,Under 18 years old,Primary School,Sweden
650,25-34 years old,Master’s Degree,Lithuania
651,25-34 years old,Bachelor’s Degree,Italy
652,25-34 years old,Bachelor’s Degree,Russian Federation
653,25-34 years old,Bachelor’s Degree,USA
654,25-34 years old,Master’s Degree,Kazakhstan
655,18-24 years old,Secondary School,United Kingdom
656,45-54 years old,Secondary School,Italy
657,55-64 years old,Master’s Degree,Netherlands
658,35-44 years old,Bachelor’s Degree,USA
659,25-34 years old,Master’s Degree,Netherlands
660,18-24 years old,Secondary School,Germany
661,25-34 years old,Associate Degree,Slovenia
662,35-44 years old,Secondary School,France
663,35-44 years old,Uncompleted Studies,Romania
664,35-44 years old,Bachelor’s Degree,Spain
665,25-34 years old,Master’s Degree,Iran
666,25-34 years old,Master’s Degree,India
667,18-24 years old,Bachelor’s Degree,India
668,25-34 years old,Primary School,USA
669,35-44 years old,Bachelor’s Degree,Czech Republic
670,18-24 years old,Bachelor’s Degree,USA
671,45-54 years old,Bachelor’s Degree,USA
672,35-44 years old,Master’s Degree,USA
673,55-64 years old,Bachelor’s Degree,Taiwan
674,35-44 years old,Uncompleted Studies,Germany
675,35-44 years old,Uncompleted Studies,USA
676,18-24 years old,Bachelor’s Degree,Germany
677,25-34 years old,Other,USA
678,45-54 years old,Master’s Degree,Spain
680,25-34 years old,Bachelor’s Degree,Netherlands
681,25-34 years old,Master’s Degree,Ukraine
682,35-44 years old,Master’s Degree,Germany
683,45-54 years old,Master’s Degree,Russian Federation
684,35-44 years old,Bachelor’s Degree,Germany
685,55-64 years old,Bachelor’s Degree,United Kingdom
686,25-34 years old,Bachelor’s Degree,USA
687,18-24 years old,Master’s Degree,India
688,18-24 years old,Uncompleted Studies,Brazil
689,18-24 years old,Bachelor’s Degree,Turkey
690,25-34 years old,Bachelor’s Degree,Italy
691,55-64 years old,Bachelor’s Degree,USA
692,25-34 years old,Master’s Degree,France
693,25-34 years old,Bachelor’s Degree,Pakistan
694,25-34 years old,Bachelor’s Degree,Switzerland
695,45-54 years old,Uncompleted Studies,Netherlands
696,25-34 years old,Bachelor’s Degree,India
697,45-54 years old,Uncompleted Studies,Ukraine
698,18-24 years old,Bachelor’s Degree,India
699,18-24 years old,Bachelor’s Degree,Ukraine
700,45-54 years old,Master’s Degree,Germany
701,25-34 years old,Associate Degree,Canada
702,18-24 years old,Secondary School,Spain
703,25-34 years old,Bachelor’s Degree,USA
705,25-34 years old,Bachelor’s Degree,Jordan
707,55-64 years old,Bachelor’s Degree,Venezuela
708,35-44 years old,Master’s Degree,Japan
709,35-44 years old,Master’s Degree,USA
710,25-34 years old,Bachelor’s Degree,France
711,35-44 years old,Associate Degree,United Kingdom
712,25-34 years old,Master’s Degree,Latvia
713,35-44 years old,Bachelor’s Degree,Iran
715,35-44 years old,Bachelor’s Degree,USA
716,18-24 years old,Master’s Degree,United Kingdom
717,25-34 years old,Master’s Degree,Czech Republic
718,25-34 years old,Bachelor’s Degree,Sweden
719,25-34 years old,Bachelor’s Degree,Costa Rica
720,55-64 years old,Secondary School,Italy
721,45-54 years old,Master’s Degree,Austria
722,35-44 years old,Professional Degree,Poland
723,18-24 years old,Bachelor’s Degree,India
724,Under 18 years old,Secondary School,India
725,35-44 years old,Professional Degree,France
726,65 years or older,Bachelor’s Degree,United Kingdom
727,35-44 years old,Bachelor’s Degree,Chile
728,35-44 years old,Master’s Degree,United Kingdom
729,35-44 years old,Bachelor’s Degree,Italy
730,45-54 years old,Professional Degree,Germany
731,25-34 years old,Bachelor’s Degree,USA
732,45-54 years old,Uncompleted Studies,Germany
733,55-64 years old,Bachelor’s Degree,Brazil
734,35-44 years old,Uncompleted Studies,Czech Republic
735,25-34 years old,Secondary School,Czech Republic
736,18-24 years old,Secondary School,Canada
737,25-34 years old,Bachelor’s Degree,India
738,25-34 years old,Master’s Degree,Ukraine
739,35-44 years old,Bachelor’s Degree,USA
740,25-34 years old,Uncompleted Studies,Germany
741,45-54 years old,Bachelor’s Degree,USA
742,35-44 years old,Bachelor’s Degree,United Kingdom
743,45-54 years old,Professional Degree,Spain
744,35-44 years old,Master’s Degree,Turkey
745,25-34 years old,Master’s Degree,Netherlands
746,45-54 years old,Bachelor’s Degree,USA
747,35-44 years old,Master’s Degree,Canada
748,35-44 years old,Secondary School,France
749,35-44 years old,Bachelor’s Degree,Spain
750,18-24 years old,Bachelor’s Degree,Ukraine
751,35-44 years old,Master’s Degree,Norway
753,35-44 years old,Professional Degree,Italy
754,35-44 years old,Master’s Degree,Germany
755,25-34 years old,Professional Degree,USA
756,45-54 years old,Master’s Degree,Romania
757,45-54 years old,Secondary School,Italy
758,55-64 years old,Associate Degree,USA
759,35-44 years old,Master’s Degree,USA
760,25-34 years old,Secondary School,Austria
761,25-34 years old,Other,India
762,25-34 years old,Bachelor’s Degree,USA
763,18-24 years old,Uncompleted Studies,USA
764,35-44 years old,Master’s Degree,United Kingdom
765,25-34 years old,Bachelor’s Degree,USA
766,25-34 years old,Master’s Degree,United Kingdom
767,25-34 years old,Master’s Degree,Ukraine
768,35-44 years old,Bachelor’s Degree,Israel
769,35-44 years old,Bachelor’s Degree,USA
770,35-44 years old,Master’s Degree,Poland
771,18-24 years old,Bachelor’s Degree,United Kingdom
772,45-54 years old,Uncompleted Studies,Italy
773,18-24 years old,Bachelor’s Degree,Ukraine
774,18-24 years old,Uncompleted Studies,Germany
775,25-34 years old,Master’s Degree,Portugal
776,65 years or older,Associate Degree,USA
777,45-54 years old,Uncompleted Studies,Finland
778,45-54 years old,Bachelor’s Degree,USA
779,35-44 years old,Master’s Degree,Canada
780,25-34 years old,Bachelor’s Degree,Canada
781,18-24 years old,Secondary School,Israel
782,35-44 years old,Master’s Degree,USA
783,25-34 years old,Master’s Degree,Germany
784,35-44 years old,Uncompleted Studies,USA
785,18-24 years old,Secondary School,Jamaica
786,25-34 years old,Master’s Degree,Netherlands
787,25-34 years old,Uncompleted Studies,Lithuania
788,35-44 years old,Professional Degree,United Kingdom
789,35-44 years old,Master’s Degree,Germany
790,35-44 years old,Master’s Degree,Ukraine
791,45-54 years old,Uncompleted Studies,United Kingdom
792,25-34 years old,Bachelor’s Degree,United Kingdom
793,25-34 years old,Bachelor’s Degree,USA
794,18-24 years old,Uncompleted Studies,Canada
795,25-34 years old,Master’s Degree,Canada
796,35-44 years old,Master’s Degree,Netherlands
797,25-34 years old,Bachelor’s Degree,Venezuela
798,55-64 years old,Bachelor’s Degree,USA
799,45-54 years old,Bachelor’s Degree,United Kingdom
800,25-34 years old,Bachelor’s Degree,Finland
801,Prefer not to say,Secondary School,Thailand
802,55-64 years old,Master’s Degree,Denmark
803,45-54 years old,Bachelor’s Degree,United Kingdom
804,18-24 years old,Bachelor’s Degree,United Kingdom
805,35-44 years old,Other,Germany
806,55-64 years old,Professional Degree,USA
807,Under 18 years old,Primary School,Poland
808,25-34 years old,Bachelor’s Degree,USA
809,55-64 years old,Bachelor’s Degree,United Kingdom
810,35-44 years old,Bachelor’s Degree,Romania
811,55-64 years old,Uncompleted Studies,USA
812,35-44 years old,Bachelor’s Degree,USA
813,25-34 years old,Bachelor’s Degree,India
814,35-44 years old,Other,Poland
815,18-24 years old,Bachelor’s Degree,India
816,25-34 years old,Associate Degree,Italy
817,25-34 years old,Bachelor’s Degree,USA
818,45-54 years old,Secondary School,Sweden
819,35-44 years old,Professional Degree,Nicaragua
820,65 years or older,Bachelor’s Degree,Denmark
821,18-24 years old,Uncompleted Studies,Myanmar
822,35-44 years old,Bachelor’s Degree,Cyprus
823,Prefer not to say,Professional Degree,United Kingdom
824,35-44 years old,Bachelor’s Degree,USA
825,25-34 years old,Master’s Degree,USA
826,25-34 years old,Bachelor’s Degree,India
827,35-44 years old,Master’s Degree,Sweden
828,25-34 years old,Master’s Degree,Czech Republic
830,25-34 years old,Bachelor’s Degree,USA
831,55-64 years old,Bachelor’s Degree,USA
832,45-54 years old,Associate Degree,USA
833,25-34 years old,Uncompleted Studies,Netherlands
834,35-44 years old,Master’s Degree,South Africa
835,25-34 years old,Bachelor’s Degree,Pakistan
836,25-34 years old,Bachelor’s Degree,Ukraine
837,35-44 years old,Bachelor’s Degree,Ukraine
838,18-24 years old,Bachelor’s Degree,United Kingdom
839,25-34 years old,Master’s Degree,India
840,25-34 years old,Bachelor’s Degree,India
841,35-44 years old,Bachelor’s Degree,USA
842,25-34 years old,Bachelor’s Degree,USA
843,45-54 years old,Master’s Degree,Spain
844,18-24 years old,Bachelor’s Degree,USA
845,45-54 years old,Professional Degree,USA
846,18-24 years old,Uncompleted Studies,Algeria
847,45-54 years old,Master’s Degree,France
848,25-34 years old,Professional Degree,Portugal
849,25-34 years old,Master’s Degree,Ukraine
850,55-64 years old,Master’s Degree,Portugal
851,65 years or older,Professional Degree,USA
852,35-44 years old,Other,Austria
853,35-44 years old,Master’s Degree,USA
854,35-44 years old,Professional Degree,USA
855,25-34 years old,Bachelor’s Degree,USA
856,35-44 years old,Master’s Degree,USA
857,25-34 years old,Master’s Degree,United Kingdom
858,45-54 years old,Bachelor’s Degree,USA
859,45-54 years old,Uncompleted Studies,United Kingdom
860,18-24 years old,Uncompleted Studies,Argentina
861,35-44 years old,Bachelor’s Degree,Nicaragua
862,35-44 years old,Bachelor’s Degree,USA
863,18-24 years old,Bachelor’s Degree,Pakistan
864,25-34 years old,Uncompleted Studies,Ukraine
865,65 years or older,Master’s Degree,United Kingdom
866,18-24 years old,Associate Degree,USA
867,18-24 years old,Bachelor’s Degree,Romania
868,18-24 years old,Secondary School,Hungary
869,55-64 years old,Bachelor’s Degree,USA
870,35-44 years old,Master’s Degree,USA
873,45-54 years old,Master’s Degree,France
874,45-54 years old,Master’s Degree,Germany
875,25-34 years old,Secondary School,Israel
876,25-34 years old,Bachelor’s Degree,South Korea
877,45-54 years old,Master’s Degree,Finland
879,18-24 years old,Bachelor’s Degree,Netherlands
880,35-44 years old,Master’s Degree,Thailand
881,45-54 years old,Uncompleted Studies,USA
882,Under 18 years old,Uncompleted Studies,USA
883,25-34 years old,Associate Degree,Switzerland
884,45-54 years old,Master’s Degree,Serbia
885,Under 18 years old,Primary School,USA
886,35-44 years old,Uncompleted Studies,USA
887,18-24 years old,Bachelor’s Degree,USA
888,25-34 years old,Bachelor’s Degree,India
889,18-24 years old,Bachelor’s Degree,Croatia
890,25-34 years old,Master’s Degree,Poland
891,35-44 years old,Uncompleted Studies,Portugal
892,25-34 years old,Bachelor’s Degree,Netherlands
893,18-24 years old,Bachelor’s Degree,USA
894,35-44 years old,Bachelor’s Degree,United Kingdom
895,25-34 years old,Bachelor’s Degree,USA
896,25-34 years old,Bachelor’s Degree,USA
897,55-64 years old,Master’s Degree,Canada
898,18-24 years old,Bachelor’s Degree,USA
899,35-44 years old,Master’s Degree,Slovakia
900,25-34 years old,Associate Degree,Brazil
901,25-34 years old,Bachelor’s Degree,Brazil
902,35-44 years old,Bachelor’s Degree,India
903,45-54 years old,Bachelor’s Degree,USA
904,18-24 years old,Bachelor’s Degree,Rwanda
905,18-24 years old,Bachelor’s Degree,Ukraine
906,35-44 years old,Professional Degree,Russian Federation
907,25-34 years old,Master’s Degree,Ukraine
908,55-64 years old,Bachelor’s Degree,Portugal
909,18-24 years old,Master’s Degree,Ukraine
910,65 years or older,Professional Degree,USA
911,25-34 years old,Bachelor’s Degree,India
912,45-54 years old,Secondary School,Sweden
913,25-34 years old,Bachelor’s Degree,Israel
914,25-34 years old,Bachelor’s Degree,Germany
915,25-34 years old,Secondary School,Germany
916,25-34 years old,Bachelor’s Degree,Hungary
917,35-44 years old,Professional Degree,Spain
918,45-54 years old,Bachelor’s Degree,USA
919,65 years or older,Other,USA
920,65 years or older,Professional Degree,Netherlands
922,35-44 years old,Master’s Degree,Portugal
923,55-64 years old,Secondary School,Netherlands
925,25-34 years old,Bachelor’s Degree,USA
926,25-34 years old,Bachelor’s Degree,USA
927,35-44 years old,Bachelor’s Degree,Israel
928,25-34 years old,Bachelor’s Degree,Russian Federation
929,35-44 years old,Uncompleted Studies,Portugal
930,45-54 years old,Uncompleted Studies,USA
931,65 years or older,Bachelor’s Degree,USA
932,35-44 years old,Bachelor’s Degree,USA
933,35-44 years old,Master’s Degree,Germany
934,45-54 years old,Bachelor’s Degree,USA
935,25-34 years old,Master’s Degree,Spain
936,18-24 years old,Master’s Degree,France
937,18-24 years old,Bachelor’s Degree,India
938,25-34 years old,Associate Degree,USA
939,45-54 years old,Master’s Degree,Russian Federation
940,55-64 years old,Master’s Degree,Russian Federation
941,25-34 years old,Master’s Degree,USA
942,35-44 years old,Uncompleted Studies,USA
943,45-54 years old,Bachelor’s Degree,USA
944,35-44 years old,Master’s Degree,Bangladesh
945,25-34 years old,Bachelor’s Degree,Iran
946,45-54 years old,Uncompleted Studies,Croatia
947,18-24 years old,Secondary School,Czech Republic
948,25-34 years old,Bachelor’s Degree,India
949,18-24 years old,Secondary School,Germany
950,25-34 years old,Master’s Degree,Austria
951,25-34 years old,Master’s Degree,Cyprus
952,Under 18 years old,Secondary School,India
953,35-44 years old,Master’s Degree,Canada
954,25-34 years old,Master’s Degree,Indonesia
955,25-34 years old,Uncompleted Studies,Denmark
956,35-44 years old,Bachelor’s Degree,USA
957,35-44 years old,Master’s Degree,Denmark
958,45-54 years old,Master’s Degree,France
959,55-64 years old,Bachelor’s Degree,Switzerland
960,25-34 years old,Master’s Degree,Netherlands
961,25-34 years old,Uncompleted Studies,South Africa
962,18-24 years old,Secondary School,Czech Republic
963,25-34 years old,Secondary School,Belgium
964,25-34 years old,Uncompleted Studies,Netherlands
965,25-34 years old,Bachelor’s Degree,Japan
966,45-54 years old,Uncompleted Studies,Slovenia
967,25-34 years old,Bachelor’s Degree,United Kingdom
969,25-34 years old,Master’s Degree,Poland
970,25-34 years old,Master’s Degree,France
971,18-24 years old,Secondary School,Germany
972,25-34 years old,Master’s Degree,USA
973,25-34 years old,Master’s Degree,United Kingdom
974,35-44 years old,Uncompleted Studies,United Kingdom
975,25-34 years old,Master’s Degree,Netherlands
976,Under 18 years old,Secondary School,India
977,35-44 years old,Professional Degree,USA
978,25-34 years old,Bachelor’s Degree,USA
979,Under 18 years old,Primary School,Slovakia
980,18-24 years old,Bachelor’s Degree,United Kingdom
981,18-24 years old,Bachelor’s Degree,Sri Lanka
983,25-34 years old,Bachelor’s Degree,USA
